Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
37 lines of code for unit createQuadrantGraphic.ts.createQuadrantGraphic(EnrichedPointType[]),MEDIUM,RAW,2026-06-04,43,createQuadrantGraphic.ts.createQuadrantGraphic(EnrichedPointType[]),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/helpers/createQuadrantGraphic.ts#L6:52,TypeScript,37,5,1
37 lines of code for unit oidc.ts.getOidcClientFor(any),MEDIUM,RAW,2026-06-04,43,oidc.ts.getOidcClientFor(any),backend/src/routes/auth/oidc.ts#L80:127,TypeScript,37,9,1
37 lines of code for unit index.tsx.AddToPlan(),MEDIUM,RAW,2026-06-04,43,index.tsx.AddToPlan(),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/index.tsx#L26:43,TypeScript,37,4,0
"37 lines of code for unit useAddPointToPlanMapEffects.ts.useAddPointToPlanPins(number[],EnrichedPointType[])",MEDIUM,RAW,2026-07-04,13,"useAddPointToPlanMapEffects.ts.useAddPointToPlanPins(number[],EnrichedPointType[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/useAddPointToPlanMapEffects.ts#L24:70,TypeScript,37,6,2
37 lines of code for unit ArcGISUserToken.ts,MEDIUM,RAW,2026-06-04,43,ArcGISUserToken.ts,src/helpers/tokens/ArcGISUserToken.ts#L1:56,TypeScript,37,4,0
37 lines of code for unit graphicPosition(),MEDIUM,RAW,2026-06-04,43,graphicPosition(),src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/NextBtn.tsx#L32:79,TypeScript,37,7,0
37 lines of code for unit useDeletePointMapClick.ts.useDeletePointMapClick(any),MEDIUM,RAW,2026-07-04,13,useDeletePointMapClick.ts.useDeletePointMapClick(any),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/useDeletePointMapClick.ts#L18:67,TypeScript,37,11,1
37 lines of code for unit popUpState.ts,MEDIUM,RAW,2026-06-04,43,popUpState.ts,src/helpers/ZustandStates/popUpState.ts#L1:72,TypeScript,37,1,0
37 lines of code for unit server.ts,MEDIUM,RAW,2026-06-04,43,server.ts,backend/src/server.ts#L1:41,TypeScript,37,7,0
37 lines of code for unit GeometriesList.tsx.GeometriesList(any),MEDIUM,RAW,2026-06-04,43,GeometriesList.tsx.GeometriesList(any),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometriesList.tsx#L15:55,TypeScript,37,2,1
