Description,Severity,Status,Issue age,Lines of code,Redundant lines of code,Occurrences,Same file,Same component,Technology,Locations
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/hooks/filters/usePlansFilterStore.ts#L9:18,src/hooks/filters/usePointsFilterStore.ts#L12:21"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L32:39,src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Form.tsx#L34:41"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,false,TypeScript,"backend/src/Types/index.ts#L15:21,src/Types/index.ts#L18:24"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/StepNo/index.tsx#L32:54,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/ViewPlans/PlansList.tsx#L28:81"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/GroupFunctions.tsx#L104:112,src/Components/HomePage/Body/Left/Common/ResultTab/ListPointsFunctions/index.tsx#L137:145"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/Buttons.tsx#L11:18,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/Buttons.tsx#L17:24"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"src/utils/useCreateData.ts#L67:73,src/utils/useUpdateData.ts#L49:55"
6 lines occurring 2 times,HIGH,RAW,2,6,6,2,true,true,TypeScript,"backend/src/routes/timeslider/getFinishedPlansTimeslider.ts#L84:89,backend/src/routes/timeslider/getFinishedPlansTimeslider.ts#L92:97"
6 lines occurring 2 times,HIGH,RAW,1,6,6,2,true,true,TypeScript,"backend/src/routes/fileDownload.ts#L82:89,backend/src/routes/fileDownload.ts#L109:116"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"backend/src/routes/geometries/createGeometry.ts#L115:123,backend/src/routes/geometries/updateGeometry.ts#L168:176"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/hooks/zustand/useDrawingStore.ts#L17:22,src/hooks/zustand/useEnrichedPointState.ts#L32:39"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/PointsView/GeometriesTable/index.tsx#L162:170,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useMapGraphics.ts#L123:131"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Form/index.tsx#L13:20,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Form/index.tsx#L15:22"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/index.tsx#L28:37,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterPlanPoints.ts#L13:22"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"backend/src/routes/emails/deleteSingleEmail.ts#L24:33,backend/src/routes/emails/updateSingleEmail.ts#L24:33"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Form.tsx#L19:24,src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Form.tsx#L25:30"
6 lines occurring 2 times,HIGH,RAW,2,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L38:43,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L64:69"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/Buttons.tsx#L57:69,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx#L68:80"
6 lines occurring 2 times,HIGH,RAW,2,6,6,2,true,true,TypeScript,"src/hooks/hover-click-handlers/useFeatureLayerPopup.ts#L143:150,src/hooks/hover-click-handlers/useFeatureLayerPopup.ts#L154:160"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/helpers/ArcGISHelpers/createPin.ts#L22:27,src/helpers/timeslider/selectedPlansPointsList.ts#L130:135"
7 lines occurring 2 times,HIGH,RAW,2,7,7,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L126:133,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L135:142"
6 lines occurring 2 times,HIGH,RAW,2,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts#L24:31,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts#L53:60"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"src/Components/DashboardPage/AddUser/index.tsx#L100:106,src/Components/DashboardPage/EditUser/index.tsx#L106:112"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L122:131,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L139:148"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Form.tsx#L19:25,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step3/Form.tsx#L21:27"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L46:53,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L33:40"
7 lines occurring 2 times,HIGH,RAW,2,7,7,2,true,true,TypeScript,"src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L170:176,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L198:204"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"src/utils/useCreateData.ts#L88:94,src/utils/useUpdateData.ts#L69:75"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L49:57,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L31:39"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,false,Angular Templates,"index.html#L6:11,public/index.html#L6:11"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,false,TypeScript,"src/hooks/hover-click-handlers/useDrawYellowGeometries.ts#L46:51,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts#L63:68"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/PointDetails.tsx#L7:14,src/Components/HomePage/Body/Left/Common/ResultTab/PointDetails.tsx#L8:15"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"backend/src/routes/geometries/createGeometry.ts#L34:39,backend/src/routes/geometries/updateGeometry.ts#L37:42"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"backend/src/routes/keycloak/management/users/getAllUsers.ts#L12:20,backend/src/routes/keycloak/management/users/getUserById.ts#L15:23"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step1/Content/Buttons.tsx#L45:50,src/Components/HomePage/Body/Left/Tools/EditGeometry/index.tsx#L81:86"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/drawYellowPlanGraphics.ts#L61:69,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L77:85"
7 lines occurring 2 times,HIGH,RAW,2,7,7,2,true,true,TypeScript,"src/hooks/hover-click-handlers/useFeatureLayerPopup.ts#L154:162,src/hooks/hover-click-handlers/useFeatureLayerPopup.ts#L164:172"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/ChangeFlightPlanStatus/FlightPlan.tsx#L24:32,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step1/SinglePlan.tsx#L26:34"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L69:78,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/NextBtn.tsx#L36:45"
6 lines occurring 2 times,HIGH,RAW,2,6,6,2,true,true,TypeScript,"backend/src/services/getKeycloakAdminToken.ts#L6:14,backend/src/services/getKeycloakAdminToken.ts#L78:85"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,false,TypeScript,"src/Components/DevicesUpdatesPage/index.tsx#L6:12,backend/src/routes/devices-updates/types.ts#L2:8"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"backend/src/routes/logs/createLogs.ts#L68:73,backend/src/routes/logs/podLogs.ts#L13:18"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"src/Components/DashboardPage/EditUser/index.tsx#L47:56,src/Components/DashboardPage/AddUser/index.tsx#L47:56"
6 lines occurring 2 times,HIGH,RAW,2,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/types.ts#L34:39,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/types.ts#L51:56"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/ResultTab/PointsList.tsx#L47:53,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useClickOutside.ts#L8:14"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/FiltersSection/FilterInput.tsx#L10:15,src/Components/HomePage/Body/Left/Common/FormComponents/InputComp.tsx#L11:16"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L46:52,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L51:57"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L419:428,src/hooks/hover-click-handlers/useDrawYellowMarkers.ts#L42:51"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L144:149,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts#L72:77"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/FiltersSection/FilterInput.tsx#L2:7,src/Components/HomePage/Body/Left/Common/FormComponents/InputComp.tsx#L4:9"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L46:52,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts#L22:28"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step2/index.tsx#L21:26,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step3/index.tsx#L21:26"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/index.tsx#L328:335,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Foto/index.tsx#L334:341"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L55:66,backend/src/routes/flightPlans/getPrepreparedFlightPlans.ts#L47:59"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L19:24,src/api-hooks/templateFlights/types.ts#L4:9"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"backend/src/routes/geometries/getGeometries.ts#L59:66,backend/src/routes/points/getPoints.ts#L97:104"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L271:279,src/hooks/features/useHoverPointsAndGeometries.ts#L68:76"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/SingleGeometry.tsx#L103:110,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useGeometryHandlers.ts#L85:92"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L109:115,backend/src/routes/flightPlans/getSearchedFlightPlans.ts#L64:70"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L187:195,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts#L114:122"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"backend/src/routes/finished_plans/getPartialFinishedPlans.ts#L64:72,backend/src/routes/template_plans/getTemplateFlightPlans.ts#L95:103"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"backend/src/routes/timeslider/getFinishedPlansTimeslider.ts#L98:110,backend/src/routes/finished_plans/getPartialFinishedPlans.ts#L87:99"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx#L30:36,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/index.tsx#L29:35"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/ViewPlans/PlansList.tsx#L8:14,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/ViewPlans/PlansList.tsx#L10:16"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/DashboardPage/ResetPassword/index.tsx#L67:78,src/Components/DashboardPage/EditUser/index.tsx#L159:170"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L84:95,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/Buttons.tsx#L120:131"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/EditGeometry/ActionButtons.tsx#L5:11,src/Components/HomePage/Body/Left/Tools/EditGeometry/SingleGeometry.tsx#L8:14"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"src/helpers/ArcGISHelpers/createPin.ts#L18:25,src/helpers/ArcGISHelpers/createYellowBorder.ts#L10:17"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L16:22,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/Buttons.tsx#L17:23"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PlansList.tsx#L25:33,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L29:36"
